stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
106,920106,"FAIRGROUND ST + FRASIER ST",,33.946208,-84.535500,,,,,,0
107,920107,"FAIRGROUND ST + PIERCE ST",,33.949059,-84.535852,,,,,,0
108,920108,"ROSWELL ST + ROGERS ST",,33.950527,-84.538147,,,,,,0
109,920109,"ROSWELL ST + LAKEWOOD DR",,33.950314,-84.541485,,,,,,0
112,920112,"POWDER SPRINGS ST + GRIGGS ST",,33.944541,-84.551279,,,,,,0
113,920113,"POWDER SPRINGS ST + W GRAMLING ST",,33.940999,-84.552279,,,,,,0
114,920114,"POWDER SPRINGS ST + SANDTOWN RD",,33.936284,-84.555872,,,,,,0
115,920115,"POWDER SPRINGS ST + CHESTNUT HILL RD",,33.934042,-84.559508,,,,,,0
116,920116,"POWDER SPRINGS ST + BOOTH RD",,33.931205,-84.564173,,,,,,0
117,920117,"POWDER SPRINGS ST + LAUREL SPRINGS LN",,33.927014,-84.570970,,,,,,0
118,920118,"POWDER SPRINGS RD + BALTIMORE PL",,33.923527,-84.576185,,,,,,0
119,920119,"POWDER SPRINGS ST + CUNNINGHAM RD",,33.922274,-84.578003,,,,,,0
120,920120,"POWDER SPRINGS RD + CHAPEL DR",,33.921488,-84.579057,,,,,,0
121,920121,"COUNTY SERVICES PKWY + COBB COUNTY PUBLIC SAFETY",,33.914559,-84.582234,,,,,,0
122,920122,"COUNTY SERVICES PKWY + COBB COUNTY HEALTH DEPARTMENT",,33.912355,-84.582236,,,,,,0
123,920123,"COUNTY SERVICES PKWY + COBB COUNTY PARK AND RECREATION",,33.909676,-84.582437,,,,,,0
124,920124,"COUNTY SERVICES PKWY + AL BISHOP DR",,33.903894,-84.582092,,,,,,0
125,920125,"COUNTY SERVICES PKWY + AUSTELL RD",,33.898654,-84.573372,,,,,,0
126,920126,"AUSTELL RD + ARKOSE DR",,33.897035,-84.575092,,,,,,0
127,920127,"WINDY HILL RD + CHERRYWOOD LN",,33.894943,-84.572017,,,,,,0
128,920128,"WINDY HILL RD + FAVOR RD",,33.894780,-84.564717,,,,,,0
129,920129,"WINDY HILL RD + LAROSE DR",,33.894692,-84.556247,,,,,,0
130,920130,"WINDY HILL RD + BENSON POOLE RD",,33.894481,-84.544480,,,,,,0
131,920131,"WINDY HILL RD + OLD CONCORD RD",,33.894420,-84.540506,,,,,,0
132,920132,"WINDY HILL RD + BEAVER CREEK RD",,33.894312,-84.530768,,,,,,0
133,920133,"WINDY HILL RD + BELMONT CIR",,33.894198,-84.524070,,,,,,0
134,920134,"WINDY HILL RD + ROSWELL ST",,33.895618,-84.499780,,,,,,0
135,920135,"WINDY HILL RD + COBB PKWY",,33.902476,-84.487678,,,,,,0
136,920136,"WINDY HILL RD + COBB PKWY",,33.903349,-84.484768,,,,,,0
137,920137,"WINDY HILL RD + N PARK PL",,33.903154,-84.481771,,,,,,0
138,920138,"WINDY HILL RD + S PARK PL",,33.901218,-84.479583,,,,,,0
139,920139,"WINDY HILL RD + CORPORATE PLAZA PKWY",,33.901005,-84.478043,,,,,,0
142,920142,"WINDY HILL RD + POWERS FERRY RD",,33.904928,-84.466065,,,,,,0
144,920144,"SPRING RD SE + GALLERIA LN",,33.883419,-84.482110,,,,,,0
145,920145,"SPRING RD SE + CAROLYN DR",,33.883474,-84.486879,,,,,,0
146,920146,"SPRING RD SE + CUMBERLAND VALLEY DR",,33.883808,-84.499663,,,,,,0
147,920147,"SPRING RD + JONQUIL DR",,33.882256,-84.505051,,,,,,0
148,920148,"CONCORD RD SE + ATLANTA RD",,33.880345,-84.514041,,,,,,0
149,920149,"CONCORD RD SE + KHUAN'S HAIR DESIGN/ARKLE VETERINA",,33.876264,-84.524750,,,,,,0
150,920150,"S COBB DR + MILL POND RD",,33.860916,-84.518737,,,,,,0
151,920151,"S COBB DR",,33.856839,-84.514417,,,,,,0
152,920152,"S COBB DR + KING SPRINGS RD",,33.860915,-84.518323,,,,,,0
153,920153,"S COBB DR + LAKE DR",,33.871064,-84.528043,,,,,,0
154,920154,"S COBB DR + CONCORD RD",,33.876113,-84.531386,,,,,,0
155,920155,"S COBB DR + ASK-KAY DR",,33.880092,-84.532941,,,,,,0
156,920156,"S COBB DR + PLAZA DR",,33.882983,-84.534007,,,,,,0
157,920157,"S COBB DR + POWDER SPRINGS ST",,33.887313,-84.535645,,,,,,0
158,920158,"S COBB DR + GLENDALE PL",,33.892518,-84.537598,,,,,,0
159,920159,"S COBB DR + WINDY HILL RD",,33.895111,-84.538572,,,,,,0
160,920160,"S COBB DR + OLD CONCORD RD",,33.900251,-84.540545,,,,,,0
161,920161,"S COBB DR + PAT MELL RD",,33.903282,-84.541694,,,,,,0
162,920162,"S COBB DR + DINK LN",,33.904546,-84.542198,,,,,,0
163,920163,"S COBB DR + HARMONY MEADOWS APARTMENTS",,33.905972,-84.542750,,,,,,0
164,920164,"S COBB DR + WALDREP CIR",,33.909288,-84.544099,,,,,,0
165,920165,"S COBB DR + OAK ST",,33.912974,-84.546494,,,,,,0
166,920166,"S COBB DR + OAK ST",,33.914248,-84.547255,,,,,,0
167,920167,"S COBB DR + BARBER RD",,33.916169,-84.548166,,,,,,0
168,920168,"S COBB DR + AUSTELL RD",,33.917588,-84.548508,,,,,,0
169,920169,"S COBB DR + WALTHALL AVE",,33.922635,-84.550114,,,,,,0
170,920170,"S COBB DR + LEADER RD",,33.923661,-84.550360,,,,,,0
171,920171,"S COBB DR + LEADER RD",,33.926667,-84.551122,,,,,,0
172,920172,"S COBB DR + BEECH RD",,33.928544,-84.550969,,,,,,0
173,920173,"S COBB DR + CARRUTH DR",,33.930551,-84.550204,,,,,,0
174,920174,"S COBB DR + APPLETON DR",,33.932384,-84.548626,,,,,,0
175,920175,"S COBB DR + PEARL ST",,33.934861,-84.543260,,,,,,0
176,920176,"FAIRGROUND ST + COMMERCE PARK DR",,33.939939,-84.535062,,,,,,0
177,920177,"FAIRGROUND ST + S MARIETTA PKWY",,33.942369,-84.534996,,,,,,0
178,920178,"FAIRGROUND ST + COMMERCE PARK DR",,33.942022,-84.535233,,,,,,0
179,920179,"FAIRGROUND ST + GLOVER ST",,33.938682,-84.535245,,,,,,0
180,920180,"FAIRGROUND ST + S COBB DR",,33.933293,-84.501717,,,,,,0
181,920181,"S COBB DR + ATLANTA ST",,33.935476,-84.542102,,,,,,0
182,920182,"S COBB DR + PEARL ST",,33.934211,-84.546298,,,,,,0
183,920183,"S COBB DR + APPLETON DR",,33.933276,-84.547964,,,,,,0
184,920184,"S COBB DR + LAKESIDE APTS",,33.931856,-84.549599,,,,,,0
185,920185,"S COBB DR + BEECH RD",,33.929462,-84.551022,,,,,,0
186,920186,"S COBB DR + BOOTH RD",,33.925613,-84.551281,,,,,,0
187,920187,"S COBB DR + WALTHALL AVE",,33.921552,-84.550105,,,,,,0
188,920188,"S COBB DR + AUSTELL RD",,33.917217,-84.548779,,,,,,0
189,920189,"S COBB DR + OAK ST",,33.912303,-84.546352,,,,,,0
190,920190,"S COBB DR + WALDREP CIR",,33.909237,-84.544393,,,,,,0
191,920191,"S COBB DR + HARMONY MEADOWS APTS",,33.905832,-84.543003,,,,,,0
192,920192,"S COBB DR + PAT MELL RD",,33.903887,-84.542285,,,,,,0
193,920193,"S COBB DR + BENSON POOLE RD",,33.899815,-84.540755,,,,,,0
194,920194,"S COBB DR + WINDY HILL RD",,33.895349,-84.539049,,,,,,0
195,920195,"S COBB DR + GLENDALE PL",,33.891941,-84.537768,,,,,,0
196,920196,"S COBB DR + POWDER SPRINGS ST",,33.886909,-84.535841,,,,,,0
197,920197,"S COBB DR + PLAZA DR",,33.883517,-84.534562,,,,,,0
198,920198,"S COBB DR + ASK-KAY DR",,33.880355,-84.533374,,,,,,0
199,920199,"S COBB DR + CHURCH RD",,33.877259,-84.532203,,,,,,0
200,920200,"S COBB DR + CONCORD RD",,33.873048,-84.530305,,,,,,0
201,920201,"CONCORD RD SE + MCCAULLEY RD",,33.875809,-84.521949,,,,,,0
202,920202,"SPRING RD SE + ATLANTA RD",,33.880119,-84.511788,,,,,,0
203,920203,"SPRING RD SE + JONQUIL DR",,33.881977,-84.505063,,,,,,0
204,920204,"SPRING RD SE + VILLAGE PKWY",,33.883567,-84.499212,,,,,,0
205,920205,"SPRING RD SE + CAMPBELL RD",,33.883209,-84.487046,,,,,,0
206,920206,"SIX FLAGS PKWY + S SERVICE RD",,33.772022,-84.552385,,,,,,0
207,920207,"S SERVICE RD + RIVERSIDE PKWY",,33.772895,-84.558302,,,,,,0
208,920208,"SIX FLAGS DR + RIVERSIDE PKWY",,33.776795,-84.564228,,,,,,0
209,920209,"SIX FLAGS DR + SIX FLAGS PKWY",,33.777860,-84.566570,,,,,,0
210,920210,"SIX FLAGS DR + ELSNER RD",,33.778090,-84.569922,,,,,,0
211,920211,"SIX FLAGS DR + FACTORY SHOALS RD",,33.778339,-84.573849,,,,,,0
212,920212,"S COBB DR + KING SPRINGS RD",,33.858315,-84.516189,,,,,,0
213,920213,"S COBB DR + COOPER LAKE RD",,33.846522,-84.504687,,,,,,0
214,920214,"FACTORY SHOALS RD + BRITT RD",,33.795733,-84.571738,,,,,,0
215,920215,"FACTORY SHOALS RD + MABLETON PKWY",,33.801064,-84.567653,,,,,,0
216,920216,"MABLETON PKWY + OLD POWDER SPRINGS RD",,33.806776,-84.570459,,,,,,0
217,920217,"MABLETON PKWY + OLD GORDON ROAD",,33.812338,-84.572025,,,,,,0
218,920218,"MABLETON PKWY + VETERANS MEMORIAL HWY",,33.817320,-84.574996,,,,,,0
219,920219,"FLOYD RD + VETERANS MEMORIAL HWY",,33.819437,-84.576022,,,,,,0
220,920220,"FLOYD RD + FONTAINE RD",,33.823400,-84.575381,,,,,,0
221,920221,"MABLE HOUSE PARK AND RIDE",,33.826399,-84.575606,,,,,,0
222,920222,"FLOYD RD + AYRES RD",,33.832173,-84.575768,,,,,,0
223,920223,"FLOYD RD + WHITE BLVD",,33.835740,-84.576019,,,,,,0
224,920224,"FLOYD RD + HICKS RD",,33.841300,-84.579228,,,,,,0
225,920225,"FLOYD RD + BATES RD",,33.847145,-84.585255,,,,,,0
226,920226,"FLOYD RD + TRESTLE DR",,33.852485,-84.588237,,,,,,0
227,920227,"FLOYD RD + EAST-WEST CONN",,33.855025,-84.588853,,,,,,0
228,920228,"EAST-WEST CONNECTOR + FLOYD RD",,33.855401,-84.593453,,,,,,0
229,920229,"EAST-WEST CONNECTOR + HOSPITAL SOUTH DR",,33.855081,-84.599392,,,,,,0
230,920230,"AUSTELL RD + EAST-WEST CONN",,33.855059,-84.602307,,,,,,0
231,920231,"AUSTELL RD + HOSPITAL SOUTH DR",,33.856538,-84.601400,,,,,,0
232,920232,"AUSTELL RD + STORY PL SW",,33.859818,-84.598800,,,,,,0
233,920233,"AUSTELL RD + FLOYD RD",,33.864048,-84.595137,,,,,,0
234,920234,"AUSTELL RD + MIMOSA DR",,33.867181,-84.592816,,,,,,0
235,920235,"AUSTELL RD + AMY LN",,33.869179,-84.591502,,,,,,0
236,920236,"AUSTELL RD + WESTBROOK MOBILE HOMES",,33.871301,-84.590820,,,,,,0
237,920237,"AUSTELL RD + LANIER DR",,33.873424,-84.590273,,,,,,0
238,920238,"AUSTELL RD + BYERS DR",,33.878334,-84.588989,,,,,,0
239,920239,"AUSTELL RD + MILFORD CHURCH RD",,33.881373,-84.588228,,,,,,0
240,920240,"AUSTELL RD + CREST RIDGE RD",,33.885601,-84.586123,,,,,,0
241,920241,"AUSTELL RD + E CALLAWAY RD",,33.888364,-84.583265,,,,,,0
242,920242,"AUSTELL RD + HICKS RD",,33.891022,-84.578676,,,,,,0
243,920243,"AUSTELL RD + COUNTY SERVICES PKWY",,33.898234,-84.573161,,,,,,0
244,920244,"AUSTELL RD + LORENE DR",,33.900438,-84.570360,,,,,,0
245,920245,"AUSTELL RD + PAT MELL RD",,33.903480,-84.566523,,,,,,0
246,920246,"AUSTELL RD + CUNNINGHAM RD",,33.905192,-84.563855,,,,,,0
247,920247,"AUSTELL RD + AUSTELL CIRCLE",,33.909264,-84.559292,,,,,,0
248,920248,"AUSTELL RD + SANDTOWN RD",,33.911220,-84.557548,,,,,,0
249,920249,"AUSTELL RD + COCHRAN RD",,33.913879,-84.554398,,,,,,0
250,920250,"AUSTELL RD + KNOX DR",,33.915435,-84.552524,,,,,,0
251,920251,"AUSTELL RD + PAIR ST",,33.917616,-84.550611,,,,,,0
252,920252,"AUSTELL RD + REED RD",,33.919831,-84.547001,,,,,,0
253,920253,"ATLANTA RD + AUSTELL RD",,33.922812,-84.542669,,,,,,0
254,920254,"ATLANTA ST + S COBB DR",,33.936406,-84.541104,,,,,,0
255,920255,"S MARIETTA PKWY + ATLANTA ST",,33.947669,-84.547814,,,,,,0
256,920256,"S MARIETTA PKWY + MANGET ST",,33.943184,-84.539164,,,,,,0
257,920257,"S MARIETTA PKWY + MANGET ST",,33.943372,-84.540347,,,,,,0
258,920258,"ATLANTA ST + S MARIETTA PKWY",,33.946572,-84.548101,,,,,,0
259,920259,"ATLANTA ST + S COBB DR",,33.937246,-84.541954,,,,,,0
260,920260,"ATLANTA RD + CLAY DR",,33.923606,-84.542825,,,,,,0
261,920261,"AUSTELL RD + JOYNER AVE",,33.921534,-84.544699,,,,,,0
262,920262,"AUSTELL RD + S COBB DR",,33.919167,-84.548506,,,,,,0
263,920263,"AUSTELL RD + PAIR ST",,33.918395,-84.550192,,,,,,0
264,920264,"AUSTELL RD + SANDTOWN RD",,33.913878,-84.554838,,,,,,0
265,920265,"AUSTELL RD + AUSTELL CIR",,33.909252,-84.559610,,,,,,0
266,920266,"AUSTELL RD + CUNNINGHAM RD",,33.905594,-84.563709,,,,,,0
267,920267,"AUSTELL RD + PAT MELL RD",,33.903564,-84.566836,,,,,,0
268,920268,"AUSTELL RD + KURT DR",,33.900412,-84.570725,,,,,,0
269,920269,"AUSTELL RD + WINDY HILL RD",,33.894903,-84.576746,,,,,,0
270,920270,"AUSTELL RD + CALLAWAY RD",,33.888784,-84.583087,,,,,,0
271,920271,"AUSTELL RD + WAYMAR DR",,33.885733,-84.586382,,,,,,0
272,920272,"AUSTELL RD + MILFORD CHURCH RD",,33.882404,-84.588331,,,,,,0
273,920273,"AUSTELL RD + PAIR RD",,33.876805,-84.589686,,,,,,0
274,920274,"AUSTELL RD + RAES CREEK RD",,33.871353,-84.591104,,,,,,0
275,920275,"AUSTELL RD + MIMOSA DR",,33.867740,-84.592783,,,,,,0
276,920276,"AUSTELL RD + REED DR",,33.865100,-84.594613,,,,,,0
277,920277,"AUSTELL RD SW + HURT RD SW",,33.861833,-84.597431,,,,,,0
278,920278,"AUSTELL RD SW + MULKEY RD SW",,33.857710,-84.600987,,,,,,0
279,920279,"AUSTELL RD + HOSPITAL SOUTH DR",,33.856222,-84.601936,,,,,,0
280,920280,"EAST-WEST CONNECTOR + BROOKWOOD DR",,33.854898,-84.598895,,,,,,0
281,920281,"EAST-WEST CONNECTOR + FLOYD RD",,33.856004,-84.590449,,,,,,0
282,920282,"FLOYD RD + WILLOWBROOK LANE",,33.852914,-84.588462,,,,,,0
283,920283,"FLOYD RD + FLOYD DR",,33.846682,-84.585110,,,,,,0
284,920284,"FLOYD RD + HICKS RD",,33.840616,-84.578469,,,,,,0
285,920285,"FLOYD RD + NICKAJACK RD",,33.833436,-84.576109,,,,,,0
286,920286,"FLOYD RD + PATTERNS DR",,33.831256,-84.576015,,,,,,0
287,920287,"FLOYD RD + MABLETON PARK & RIDE - OB",,33.825578,-84.576088,,,,,,0
288,920288,"FLOYD RD + FONTAINE RD",,33.822620,-84.575689,,,,,,0
289,920289,"FLOYD RD + VETERANS MEMORIAL HWY",,33.819532,-84.576361,,,,,,0
290,920290,"MABLETON PKWY + GLORE CIR",,33.816822,-84.574746,,,,,,0
291,920291,"MABLETON PKWY + OLD ALABAMA RD",,33.811485,-84.572163,,,,,,0
292,920292,"MABLETON PKWY + OLD POWDER SPRINGS RD",,33.808630,-84.571747,,,,,,0
293,920293,"MABLETON PKWY SW + LANE DR",,33.805208,-84.569443,,,,,,0
294,920294,"MABLETON PKWY + FACTORY SHOALS RD",,33.802119,-84.567700,,,,,,0
295,920295,"FACTORY SHOALS RD + S GORDON RD",,33.789832,-84.575821,,,,,,0
296,920296,"SIX FLAGS DR + WHISPER CT",,33.778103,-84.573876,,,,,,0
297,920297,"SIX FLAGS DR + ELSNER RD",,33.777703,-84.570613,,,,,,0
298,920298,"SIX FLAGS DR + SIX FLAGS PKWY",,33.777770,-84.566826,,,,,,0
306,920306,"BUSBEE DR + TOWNPARK LN",,34.036262,-84.575076,,,,,,0
307,920307,"CUMBERLAND BLVD + S COBB DR",,33.844404,-84.499633,,,,,,0
308,920308,"BUSBEE PKWY + PGA SUPERSTORE",,34.024933,-84.567859,,,,,,0
309,920309,"RING RD + JC PENNEY ENTRANCE",,34.018367,-84.565879,,,,,,0
310,920310,"BUSBEE PKWY + TOWN CENTER DR",,34.013541,-84.566452,,,,,,0
311,920311,"CUMBERLAND PKWY + ATLANTA RD",,33.848808,-84.491810,,,,,,0
312,920312,"BARRETT PKWY + MALL BLVD",,34.013433,-84.562022,,,,,,0
313,920313,"BARRETT PKWY + BARRETT CREEK DR",,34.013862,-84.555592,,,,,,0
314,920314,"BARRETT PKWY + BELLS FERRY RD",,34.013776,-84.549608,,,,,,0
315,920315,"BELLS FERRY RD + BARRETT PKWY",,34.013038,-84.548498,,,,,,0
316,920316,"BELLS FERRY RD + ARNOLD AVE",,34.001971,-84.545457,,,,,,0
317,920317,"BELLS FERRY RD + LAUREL HILLS PRESERVE",,33.999476,-84.546227,,,,,,0
318,920318,"BELLS FERRY RD + OAK HARBOR TRL",,33.996969,-84.547654,,,,,,0
319,920319,"BELLS FERRY RD + BRIDGESTONE DR",,33.992571,-84.550297,,,,,,0
320,920320,"BELLS FERRY RD + COBB PKWY",,33.982434,-84.557829,,,,,,0
321,920321,"CHURCH ST EXT + LOUDERMILK DR",,33.978337,-84.557015,,,,,,0
322,920322,"CHURCH ST EXT + ELIZABETH ST",,33.973646,-84.551878,,,,,,0
323,920323,"CHURCH ST + WHITCHER ST",,33.968686,-84.550336,,,,,,0
324,920324,"CHURCH ST + HILLSIDE AVE",,33.965397,-84.550136,,,,,,0
325,920325,"CHURCH ST + SESSIONS ST",,33.961234,-84.550187,,,,,,0
326,920326,"CHURCH ST + KENNESAW AVE",,33.957150,-84.550280,,,,,,0
327,920327,"CUMBERLAND PKWY + BEECH HAVEN TR",,33.849055,-84.482543,,,,,,0
328,920328,"CUMBERLAND BLVD + MAGNOLIA VININGS APTS",,33.852173,-84.481218,,,,,,0
329,920329,"S SERVICE RD + RIVERSIDE PKWY",,33.772811,-84.557991,,,,,,0
330,920330,"CHEROKEE ST + MONTGOMERY ST",,33.959921,-84.548697,,,,,,0
331,920331,"CHEROKEE ST + FREYER RD",,33.963483,-84.547958,,,,,,0
